PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S
446,1,1,4.0,0,2,81.8583,True,False,True
447,1,2,13.0,0,1,19.5,False,False,True
448,1,1,34.0,0,0,26.55,True,False,True
449,1,3,5.0,2,1,19.2583,False,False,False
450,1,1,52.0,0,0,30.5,True,False,True
451,0,2,36.0,1,2,27.75,True,False,True
452,0,3,28.0,1,0,19.9667,True,False,True
453,0,1,30.0,0,0,27.75,True,False,False
454,1,1,49.0,1,0,89.1042,True,False,False
455,0,3,28.0,0,0,8.05,True,False,True
456,1,3,29.0,0,0,7.8958,True,False,False
457,0,1,65.0,0,0,26.55,True,False,True
458,1,1,28.0,1,0,51.8625,False,False,True
459,1,2,50.0,0,0,10.5,False,False,True
460,0,3,28.0,0,0,7.75,True,True,False
461,1,1,48.0,0,0,26.55,True,False,True
462,0,3,34.0,0,0,8.05,True,False,True
463,0,1,47.0,0,0,38.5,True,False,True
464,0,2,48.0,0,0,13.0,True,False,True
465,0,3,28.0,0,0,8.05,True,False,True
466,0,3,38.0,0,0,7.05,True,False,True
467,0,2,28.0,0,0,0.0,True,False,True
468,0,1,56.0,0,0,26.55,True,False,True
469,0,3,28.0,0,0,7.725,True,True,False
470,1,3,0.75,2,1,19.2583,False,False,False
471,0,3,28.0,0,0,7.25,True,False,True
472,0,3,38.0,0,0,8.6625,True,False,True
473,1,2,33.0,1,2,27.75,False,False,True
474,1,2,23.0,0,0,13.7917,False,False,False
475,0,3,22.0,0,0,9.8375,False,False,True
476,0,1,28.0,0,0,52.0,True,False,True
477,0,2,34.0,1,0,21.0,True,False,True
478,0,3,29.0,1,0,7.0458,True,False,True
479,0,3,22.0,0,0,7.5208,True,False,True
480,1,3,2.0,0,1,12.2875,False,False,True
481,0,3,9.0,5,2,46.9,True,False,True
482,0,2,28.0,0,0,0.0,True,False,True
483,0,3,50.0,0,0,8.05,True,False,True
484,1,3,63.0,0,0,9.5875,False,False,True
485,1,1,25.0,1,0,91.0792,True,False,False
486,0,3,28.0,3,1,25.4667,False,False,True
487,1,1,35.0,1,0,90.0,False,False,True
488,0,1,58.0,0,0,29.7,True,False,False
489,0,3,30.0,0,0,8.05,True,False,True
490,1,3,9.0,1,1,15.9,True,False,True
491,0,3,28.0,1,0,19.9667,True,False,True
492,0,3,21.0,0,0,7.25,True,False,True
493,0,1,55.0,0,0,30.5,True,False,True
494,0,1,71.0,0,0,49.5042,True,False,False
495,0,3,21.0,0,0,8.05,True,False,True
496,0,3,28.0,0,0,14.4583,True,False,False
497,1,1,54.0,1,0,78.2667,False,False,False
498,0,3,28.0,0,0,15.1,True,False,True
499,0,1,25.0,1,2,151.55,False,False,True
500,0,3,24.0,0,0,7.7958,True,False,True
501,0,3,17.0,0,0,8.6625,True,False,True
502,0,3,21.0,0,0,7.75,False,True,False
503,0,3,28.0,0,0,7.6292,False,True,False
504,0,3,37.0,0,0,9.5875,False,False,True
505,1,1,16.0,0,0,86.5,False,False,True
506,0,1,18.0,1,0,108.9,True,False,False
507,1,2,33.0,0,2,26.0,False,False,True
508,1,1,28.0,0,0,26.55,True,False,True
509,0,3,28.0,0,0,22.525,True,False,True
510,1,3,26.0,0,0,56.4958,True,False,True
511,1,3,29.0,0,0,7.75,True,True,False
512,0,3,28.0,0,0,8.05,True,False,True
513,1,1,36.0,0,0,26.2875,True,False,True
514,1,1,54.0,1,0,59.4,False,False,False
515,0,3,24.0,0,0,7.4958,True,False,True
516,0,1,47.0,0,0,34.0208,True,False,True
517,1,2,34.0,0,0,10.5,False,False,True
518,0,3,28.0,0,0,24.15,True,True,False
519,1,2,36.0,1,0,26.0,False,False,True
520,0,3,32.0,0,0,7.8958,True,False,True
521,1,1,30.0,0,0,93.5,False,False,True
522,0,3,22.0,0,0,7.8958,True,False,True
523,0,3,28.0,0,0,7.225,True,False,False
524,1,1,44.0,0,1,57.9792,False,False,False
525,0,3,28.0,0,0,7.2292,True,False,False
526,0,3,40.5,0,0,7.75,True,True,False
527,1,2,50.0,0,0,10.5,False,False,True
528,0,1,28.0,0,0,221.7792,True,False,True
529,0,3,39.0,0,0,7.925,True,False,True
530,0,2,23.0,2,1,11.5,True,False,True
531,1,2,2.0,1,1,26.0,False,False,True
532,0,3,28.0,0,0,7.2292,True,False,False
533,0,3,17.0,1,1,7.2292,True,False,False
534,1,3,28.0,0,2,22.3583,False,False,False
535,0,3,30.0,0,0,8.6625,False,False,True
536,1,2,7.0,0,2,26.25,False,False,True
537,0,1,45.0,0,0,26.55,True,False,True
538,1,1,30.0,0,0,106.425,False,False,False
539,0,3,28.0,0,0,14.5,True,False,True
540,1,1,22.0,0,2,49.5,False,False,False
541,1,1,36.0,0,2,71.0,False,False,True
542,0,3,9.0,4,2,31.275,False,False,True
543,0,3,11.0,4,2,31.275,False,False,True
544,1,2,32.0,1,0,26.0,True,False,True
545,0,1,50.0,1,0,106.425,True,False,False
546,0,1,64.0,0,0,26.0,True,False,True
547,1,2,19.0,1,0,26.0,False,False,True
548,1,2,28.0,0,0,13.8625,True,False,False
549,0,3,33.0,1,1,20.525,True,False,True
550,1,2,8.0,1,1,36.75,True,False,True
551,1,1,17.0,0,2,110.8833,True,False,False
552,0,2,27.0,0,0,26.0,True,False,True
553,0,3,28.0,0,0,7.8292,True,True,False
554,1,3,22.0,0,0,7.225,True,False,False
555,1,3,22.0,0,0,7.775,False,False,True
556,0,1,62.0,0,0,26.55,True,False,True
557,1,1,48.0,1,0,39.6,False,False,False
558,0,1,28.0,0,0,227.525,True,False,False
559,1,1,39.0,1,1,79.65,False,False,True
560,1,3,36.0,1,0,17.4,False,False,True
561,0,3,28.0,0,0,7.75,True,True,False
562,0,3,40.0,0,0,7.8958,True,False,True
563,0,2,28.0,0,0,13.5,True,False,True
564,0,3,28.0,0,0,8.05,True,False,True
565,0,3,28.0,0,0,8.05,False,False,True
566,0,3,24.0,2,0,24.15,True,False,True
567,0,3,19.0,0,0,7.8958,True,False,True
568,0,3,29.0,0,4,21.075,False,False,True
569,0,3,28.0,0,0,7.2292,True,False,False
570,1,3,32.0,0,0,7.8542,True,False,True
571,1,2,62.0,0,0,10.5,True,False,True
572,1,1,53.0,2,0,51.4792,False,False,True
573,1,1,36.0,0,0,26.3875,True,False,True
574,1,3,28.0,0,0,7.75,False,True,False
575,0,3,16.0,0,0,8.05,True,False,True
576,0,3,19.0,0,0,14.5,True,False,True
577,1,2,34.0,0,0,13.0,False,False,True
578,1,1,39.0,1,0,55.9,False,False,True
579,0,3,28.0,1,0,14.4583,False,False,False
580,1,3,32.0,0,0,7.925,True,False,True
581,1,2,25.0,1,1,30.0,False,False,True
582,1,1,39.0,1,1,110.8833,False,False,False
583,0,2,54.0,0,0,26.0,True,False,True
584,0,1,36.0,0,0,40.125,True,False,False
585,0,3,28.0,0,0,8.7125,True,False,False
586,1,1,18.0,0,2,79.65,False,False,True
587,0,2,47.0,0,0,15.0,True,False,True
588,1,1,60.0,1,1,79.2,True,False,False
589,0,3,22.0,0,0,8.05,True,False,True
590,0,3,28.0,0,0,8.05,True,False,True
591,0,3,35.0,0,0,7.125,True,False,True
592,1,1,52.0,1,0,78.2667,False,False,False
593,0,3,47.0,0,0,7.25,True,False,True
594,0,3,28.0,0,2,7.75,False,True,False
595,0,2,37.0,1,0,26.0,True,False,True
596,0,3,36.0,1,1,24.15,True,False,True
597,1,2,28.0,0,0,33.0,False,False,True
598,0,3,49.0,0,0,0.0,True,False,True
599,0,3,28.0,0,0,7.225,True,False,False
600,1,1,49.0,1,0,56.9292,True,False,False
601,1,2,24.0,2,1,27.0,False,False,True
602,0,3,28.0,0,0,7.8958,True,False,True
603,0,1,28.0,0,0,42.4,True,False,True
604,0,3,44.0,0,0,8.05,True,False,True
605,1,1,35.0,0,0,26.55,True,False,False
606,0,3,36.0,1,0,15.55,True,False,True
607,0,3,30.0,0,0,7.8958,True,False,True
608,1,1,27.0,0,0,30.5,True,False,True
609,1,2,22.0,1,2,41.5792,False,False,False
610,1,1,40.0,0,0,153.4625,False,False,True
611,0,3,39.0,1,5,31.275,False,False,True
612,0,3,28.0,0,0,7.05,True,False,True
613,1,3,28.0,1,0,15.5,False,True,False
614,0,3,28.0,0,0,7.75,True,True,False
615,0,3,35.0,0,0,8.05,True,False,True
616,1,2,24.0,1,2,65.0,False,False,True
617,0,3,34.0,1,1,14.4,True,False,True
618,0,3,26.0,1,0,16.1,False,False,True
619,1,2,4.0,2,1,39.0,False,False,True
620,0,2,26.0,0,0,10.5,True,False,True
621,0,3,27.0,1,0,14.4542,True,False,False
622,1,1,42.0,1,0,52.5542,True,False,True
623,1,3,20.0,1,1,15.7417,True,False,False
624,0,3,21.0,0,0,7.8542,True,False,True
625,0,3,21.0,0,0,16.1,True,False,True
626,0,1,61.0,0,0,32.3208,True,False,True
627,0,2,57.0,0,0,12.35,True,True,False
628,1,1,21.0,0,0,77.9583,False,False,True
629,0,3,26.0,0,0,7.8958,True,False,True
630,0,3,28.0,0,0,7.7333,True,True,False
631,1,1,80.0,0,0,30.0,True,False,True
632,0,3,51.0,0,0,7.0542,True,False,True
633,1,1,32.0,0,0,30.5,True,False,False
634,0,1,28.0,0,0,0.0,True,False,True
635,0,3,9.0,3,2,27.9,False,False,True
636,1,2,28.0,0,0,13.0,False,False,True
637,0,3,32.0,0,0,7.925,True,False,True
638,0,2,31.0,1,1,26.25,True,False,True
639,0,3,41.0,0,5,39.6875,False,False,True
640,0,3,28.0,1,0,16.1,True,False,True
641,0,3,20.0,0,0,7.8542,True,False,True
642,1,1,24.0,0,0,69.3,False,False,False
643,0,3,2.0,3,2,27.9,False,False,True
644,1,3,28.0,0,0,56.4958,True,False,True
645,1,3,0.75,2,1,19.2583,False,False,False
646,1,1,48.0,1,0,76.7292,True,False,False
647,0,3,19.0,0,0,7.8958,True,False,True
648,1,1,56.0,0,0,35.5,True,False,False
649,0,3,28.0,0,0,7.55,True,False,True
650,1,3,23.0,0,0,7.55,False,False,True
651,0,3,28.0,0,0,7.8958,True,False,True
652,1,2,18.0,0,1,23.0,False,False,True
653,0,3,21.0,0,0,8.4333,True,False,True
654,1,3,28.0,0,0,7.8292,False,True,False
655,0,3,18.0,0,0,6.75,False,True,False
656,0,2,24.0,2,0,73.5,True,False,True
657,0,3,28.0,0,0,7.8958,True,False,True
658,0,3,32.0,1,1,15.5,False,True,False
659,0,2,23.0,0,0,13.0,True,False,True
660,0,1,58.0,0,2,113.275,True,False,False
661,1,1,50.0,2,0,133.65,True,False,True
662,0,3,40.0,0,0,7.225,True,False,False
663,0,1,47.0,0,0,25.5875,True,False,True
664,0,3,36.0,0,0,7.4958,True,False,True
665,1,3,20.0,1,0,7.925,True,False,True
666,0,2,32.0,2,0,73.5,True,False,True
667,0,2,25.0,0,0,13.0,True,False,True
668,0,3,28.0,0,0,7.775,True,False,True
669,0,3,43.0,0,0,8.05,True,False,True
670,1,1,28.0,1,0,52.0,False,False,True
671,1,2,40.0,1,1,39.0,False,False,True
672,0,1,31.0,1,0,52.0,True,False,True
673,0,2,70.0,0,0,10.5,True,False,True
674,1,2,31.0,0,0,13.0,True,False,True
675,0,2,28.0,0,0,0.0,True,False,True
676,0,3,18.0,0,0,7.775,True,False,True
677,0,3,24.5,0,0,8.05,True,False,True
678,1,3,18.0,0,0,9.8417,False,False,True
679,0,3,43.0,1,6,46.9,False,False,True
680,1,1,36.0,0,1,512.3292,True,False,False
681,0,3,28.0,0,0,8.1375,False,True,False
682,1,1,27.0,0,0,76.7292,True,False,False
683,0,3,20.0,0,0,9.225,True,False,True
684,0,3,14.0,5,2,46.9,True,False,True
685,0,2,60.0,1,1,39.0,True,False,True
686,0,2,25.0,1,2,41.5792,True,False,False
687,0,3,14.0,4,1,39.6875,True,False,True
688,0,3,19.0,0,0,10.1708,True,False,True
689,0,3,18.0,0,0,7.7958,True,False,True
690,1,1,15.0,0,1,211.3375,False,False,True
691,1,1,31.0,1,0,57.0,True,False,True
692,1,3,4.0,0,1,13.4167,False,False,False
693,1,3,28.0,0,0,56.4958,True,False,True
694,0,3,25.0,0,0,7.225,True,False,False
695,0,1,60.0,0,0,26.55,True,False,True
696,0,2,52.0,0,0,13.5,True,False,True
697,0,3,44.0,0,0,8.05,True,False,True
698,1,3,28.0,0,0,7.7333,False,True,False
699,0,1,49.0,1,1,110.8833,True,False,False
700,0,3,42.0,0,0,7.65,True,False,True
701,1,1,18.0,1,0,227.525,False,False,False
702,1,1,35.0,0,0,26.2875,True,False,True
703,0,3,18.0,0,1,14.4542,False,False,False
704,0,3,25.0,0,0,7.7417,True,True,False
705,0,3,26.0,1,0,7.8542,True,False,True
706,0,2,39.0,0,0,26.0,True,False,True
707,1,2,45.0,0,0,13.5,False,False,True
708,1,1,42.0,0,0,26.2875,True,False,True
709,1,1,22.0,0,0,151.55,False,False,True
710,1,3,28.0,1,1,15.2458,True,False,False
711,1,1,24.0,0,0,49.5042,False,False,False
712,0,1,28.0,0,0,26.55,True,False,True
713,1,1,48.0,1,0,52.0,True,False,True
714,0,3,29.0,0,0,9.4833,True,False,True
715,0,2,52.0,0,0,13.0,True,False,True
716,0,3,19.0,0,0,7.65,True,False,True
717,1,1,38.0,0,0,227.525,False,False,False
718,1,2,27.0,0,0,10.5,False,False,True
719,0,3,28.0,0,0,15.5,True,True,False
720,0,3,33.0,0,0,7.775,True,False,True
721,1,2,6.0,0,1,33.0,False,False,True
722,0,3,17.0,1,0,7.0542,True,False,True
723,0,2,34.0,0,0,13.0,True,False,True
724,0,2,50.0,0,0,13.0,True,False,True
725,1,1,27.0,1,0,53.1,True,False,True
726,0,3,20.0,0,0,8.6625,True,False,True
727,1,2,30.0,3,0,21.0,False,False,True
728,1,3,28.0,0,0,7.7375,False,True,False
729,0,2,25.0,1,0,26.0,True,False,True
730,0,3,25.0,1,0,7.925,False,False,True
731,1,1,29.0,0,0,211.3375,False,False,True
732,0,3,11.0,0,0,18.7875,True,False,False
733,0,2,28.0,0,0,0.0,True,False,True
734,0,2,23.0,0,0,13.0,True,False,True
735,0,2,23.0,0,0,13.0,True,False,True
736,0,3,28.5,0,0,16.1,True,False,True
737,0,3,48.0,1,3,34.375,False,False,True
738,1,1,35.0,0,0,512.3292,True,False,False
739,0,3,28.0,0,0,7.8958,True,False,True
740,0,3,28.0,0,0,7.8958,True,False,True
741,1,1,28.0,0,0,30.0,True,False,True
742,0,1,36.0,1,0,78.85,True,False,True
743,1,1,21.0,2,2,262.375,False,False,False
744,0,3,24.0,1,0,16.1,True,False,True
745,1,3,31.0,0,0,7.925,True,False,True
746,0,1,70.0,1,1,71.0,True,False,True
747,0,3,16.0,1,1,20.25,True,False,True
748,1,2,30.0,0,0,13.0,False,False,True
749,0,1,19.0,1,0,53.1,True,False,True
750,0,3,31.0,0,0,7.75,True,True,False
751,1,2,4.0,1,1,23.0,False,False,True
752,1,3,6.0,0,1,12.475,True,False,True
753,0,3,33.0,0,0,9.5,True,False,True
754,0,3,23.0,0,0,7.8958,True,False,True
755,1,2,48.0,1,2,65.0,False,False,True
756,1,2,0.67,1,1,14.5,True,False,True
757,0,3,28.0,0,0,7.7958,True,False,True
758,0,2,18.0,0,0,11.5,True,False,True
759,0,3,34.0,0,0,8.05,True,False,True
760,1,1,33.0,0,0,86.5,False,False,True
761,0,3,28.0,0,0,14.5,True,False,True
762,0,3,41.0,0,0,7.125,True,False,True
763,1,3,20.0,0,0,7.2292,True,False,False
764,1,1,36.0,1,2,120.0,False,False,True
765,0,3,16.0,0,0,7.775,True,False,True
766,1,1,51.0,1,0,77.9583,False,False,True
767,0,1,28.0,0,0,39.6,True,False,False
768,0,3,30.5,0,0,7.75,False,True,False
769,0,3,28.0,1,0,24.15,True,True,False
770,0,3,32.0,0,0,8.3625,True,False,True
771,0,3,24.0,0,0,9.5,True,False,True
772,0,3,48.0,0,0,7.8542,True,False,True
773,0,2,57.0,0,0,10.5,False,False,True
774,0,3,28.0,0,0,7.225,True,False,False
775,1,2,54.0,1,3,23.0,False,False,True
776,0,3,18.0,0,0,7.75,True,False,True
777,0,3,28.0,0,0,7.75,True,True,False
778,1,3,5.0,0,0,12.475,False,False,True
779,0,3,28.0,0,0,7.7375,True,True,False
780,1,1,43.0,0,1,211.3375,False,False,True
781,1,3,13.0,0,0,7.2292,False,False,False
782,1,1,17.0,1,0,57.0,False,False,True
783,0,1,29.0,0,0,30.0,True,False,True
784,0,3,28.0,1,2,23.45,True,False,True
785,0,3,25.0,0,0,7.05,True,False,True
786,0,3,25.0,0,0,7.25,True,False,True
787,1,3,18.0,0,0,7.4958,False,False,True
788,0,3,8.0,4,1,29.125,True,True,False
789,1,3,1.0,1,2,20.575,True,False,True
790,0,1,46.0,0,0,79.2,True,False,False
791,0,3,28.0,0,0,7.75,True,True,False
792,0,2,16.0,0,0,26.0,True,False,True
793,0,3,28.0,8,2,69.55,False,False,True
794,0,1,28.0,0,0,30.6958,True,False,False
795,0,3,25.0,0,0,7.8958,True,False,True
796,0,2,39.0,0,0,13.0,True,False,True
797,1,1,49.0,0,0,25.9292,False,False,True
798,1,3,31.0,0,0,8.6833,False,False,True
799,0,3,30.0,0,0,7.2292,True,False,False
800,0,3,30.0,1,1,24.15,False,False,True
801,0,2,34.0,0,0,13.0,True,False,True
802,1,2,31.0,1,1,26.25,False,False,True
803,1,1,11.0,1,2,120.0,True,False,True
804,1,3,0.42,0,1,8.5167,True,False,False
805,1,3,27.0,0,0,6.975,True,False,True
806,0,3,31.0,0,0,7.775,True,False,True
807,0,1,39.0,0,0,0.0,True,False,True
808,0,3,18.0,0,0,7.775,False,False,True
809,0,2,39.0,0,0,13.0,True,False,True
810,1,1,33.0,1,0,53.1,False,False,True
811,0,3,26.0,0,0,7.8875,True,False,True
812,0,3,39.0,0,0,24.15,True,False,True
813,0,2,35.0,0,0,10.5,True,False,True
814,0,3,6.0,4,2,31.275,False,False,True
815,0,3,30.5,0,0,8.05,True,False,True
816,0,1,28.0,0,0,0.0,True,False,True
817,0,3,23.0,0,0,7.925,False,False,True
818,0,2,31.0,1,1,37.0042,True,False,False
819,0,3,43.0,0,0,6.45,True,False,True
820,0,3,10.0,3,2,27.9,True,False,True
821,1,1,52.0,1,1,93.5,False,False,True
822,1,3,27.0,0,0,8.6625,True,False,True
823,0,1,38.0,0,0,0.0,True,False,True
824,1,3,27.0,0,1,12.475,False,False,True
825,0,3,2.0,4,1,39.6875,True,False,True
826,0,3,28.0,0,0,6.95,True,True,False
827,0,3,28.0,0,0,56.4958,True,False,True
828,1,2,1.0,0,2,37.0042,True,False,False
829,1,3,28.0,0,0,7.75,True,True,False
830,1,1,62.0,0,0,80.0,False,False,True
831,1,3,15.0,1,0,14.4542,False,False,False
832,1,2,0.83,1,1,18.75,True,False,True
833,0,3,28.0,0,0,7.2292,True,False,False
834,0,3,23.0,0,0,7.8542,True,False,True
835,0,3,18.0,0,0,8.3,True,False,True
836,1,1,39.0,1,1,83.1583,False,False,False
837,0,3,21.0,0,0,8.6625,True,False,True
838,0,3,28.0,0,0,8.05,True,False,True
839,1,3,32.0,0,0,56.4958,True,False,True
840,1,1,28.0,0,0,29.7,True,False,False
841,0,3,20.0,0,0,7.925,True,False,True
842,0,2,16.0,0,0,10.5,True,False,True
843,1,1,30.0,0,0,31.0,False,False,False
844,0,3,34.5,0,0,6.4375,True,False,False
845,0,3,17.0,0,0,8.6625,True,False,True
846,0,3,42.0,0,0,7.55,True,False,True
847,0,3,28.0,8,2,69.55,True,False,True
848,0,3,35.0,0,0,7.8958,True,False,False
849,0,2,28.0,0,1,33.0,True,False,True
850,1,1,28.0,1,0,89.1042,False,False,False
851,0,3,4.0,4,2,31.275,True,False,True
852,0,3,74.0,0,0,7.775,True,False,True
853,0,3,9.0,1,1,15.2458,False,False,False
854,1,1,16.0,0,1,39.4,False,False,True
855,0,2,44.0,1,0,26.0,False,False,True
856,1,3,18.0,0,1,9.35,False,False,True
857,1,1,45.0,1,1,164.8667,False,False,True
858,1,1,51.0,0,0,26.55,True,False,True
859,1,3,24.0,0,3,19.2583,False,False,False
860,0,3,28.0,0,0,7.2292,True,False,False
861,0,3,41.0,2,0,14.1083,True,False,True
862,0,2,21.0,1,0,11.5,True,False,True
863,1,1,48.0,0,0,25.9292,False,False,True
864,0,3,28.0,8,2,69.55,False,False,True
865,0,2,24.0,0,0,13.0,True,False,True
866,1,2,42.0,0,0,13.0,False,False,True
867,1,2,27.0,1,0,13.8583,False,False,False
868,0,1,31.0,0,0,50.4958,True,False,True
869,0,3,28.0,0,0,9.5,True,False,True
870,1,3,4.0,1,1,11.1333,True,False,True
871,0,3,26.0,0,0,7.8958,True,False,True
872,1,1,47.0,1,1,52.5542,False,False,True
873,0,1,33.0,0,0,5.0,True,False,True
874,0,3,47.0,0,0,9.0,True,False,True
875,1,2,28.0,1,0,24.0,False,False,False
876,1,3,15.0,0,0,7.225,False,False,False
877,0,3,20.0,0,0,9.8458,True,False,True
878,0,3,19.0,0,0,7.8958,True,False,True
879,0,3,28.0,0,0,7.8958,True,False,True
880,1,1,56.0,0,1,83.1583,False,False,False
881,1,2,25.0,0,1,26.0,False,False,True
882,0,3,33.0,0,0,7.8958,True,False,True
883,0,3,22.0,0,0,10.5167,False,False,True
884,0,2,28.0,0,0,10.5,True,False,True
885,0,3,25.0,0,0,7.05,True,False,True
886,0,3,39.0,0,5,29.125,False,True,False
887,0,2,27.0,0,0,13.0,True,False,True
888,1,1,19.0,0,0,30.0,False,False,True
889,0,3,28.0,1,2,23.45,False,False,True
890,1,1,26.0,0,0,30.0,True,False,False
891,0,3,32.0,0,0,7.75,True,True,False
